"Date","Price","Open","High","Low","Vol.","Change %"
"07/25/2022","6,082.90","6,082.90","6,082.90","6,082.90","","-0.71%"
"07/21/2022","6,126.52","6,126.52","6,126.52","6,126.52","","-0.20%"
"07/20/2022","6,138.79","6,138.79","6,138.79","6,138.79","","-0.23%"
"07/19/2022","6,153.18","6,153.18","6,153.18","6,153.18","","-1.02%"
"07/18/2022","6,216.89","6,216.89","6,216.89","6,216.89","","-1.70%"
"07/14/2022","6,324.50","6,324.50","6,324.50","6,324.50","","0.00%"
"07/13/2022","6,324.81","6,324.81","6,324.81","6,324.81","","-0.48%"
"07/12/2022","6,355.49","6,355.49","6,355.49","6,355.49","","-0.18%"
"07/07/2022","6,366.95","6,364.07","6,386.49","6,360.75","","0.01%"
"07/06/2022","6,366.05","6,384.20","6,400.41","6,360.97","","-0.10%"
"07/05/2022","6,372.13","6,358.16","6,399.71","6,358.16","","0.40%"
"07/04/2022","6,346.88","6,353.68","6,367.23","6,339.13","","-0.20%"
"07/03/2022","6,359.77","6,381.49","6,387.24","6,352.58","","-0.27%"
"06/30/2022","6,376.94","6,350.60","6,387.86","6,349.87","","0.42%"
"06/29/2022","6,350.46","6,353.58","6,370.62","6,342.45","","0.12%"
"06/28/2022","6,342.59","6,330.87","6,354.27","6,330.87","","0.35%"
"06/27/2022","6,320.33","6,298.80","6,324.63","6,291.96","","0.31%"
"06/26/2022","6,301.08","6,313.73","6,316.50","6,297.14","","-0.42%"
"06/23/2022","6,327.65","6,331.83","6,369.31","6,318.44","","0.16%"
"06/22/2022","6,317.80","6,323.51","6,329.50","6,299.23","","0.10%"
"06/21/2022","6,311.65","6,362.44","6,362.44","6,310.88","","-0.72%"
"06/20/2022","6,357.38","6,415.64","6,417.79","6,347.03","","-0.78%"
"06/19/2022","6,407.37","6,432.77","6,460.64","6,397.44","","-0.29%"
"06/16/2022","6,425.73","6,404.34","6,432.07","6,396.03","","0.80%"
"06/15/2022","6,374.51","6,377.23","6,416.54","6,366.19","","0.21%"
"06/14/2022","6,361.39","6,405.74","6,411.21","6,357.43","","-0.48%"
"06/13/2022","6,391.99","6,431.82","6,442.85","6,391.99","","-0.61%"
"06/12/2022","6,431.46","6,481.38","6,481.38","6,422.47","","-0.75%"
"06/09/2022","6,480.30","6,492.70","6,512.68","6,476.07","","-0.06%"
"06/08/2022","6,484.24","6,472.38","6,500.25","6,469.15","","0.24%"
"06/07/2022","6,468.60","6,498.87","6,499.26","6,457.34","","-0.32%"
"06/06/2022","6,489.17","6,503.79","6,524.88","6,486.35","","-0.13%"
"06/05/2022","6,497.39","6,471.88","6,507.73","6,460.41","","0.71%"
"06/02/2022","6,451.53","6,430.44","6,490.91","6,430.44","","0.29%"
"06/01/2022","6,433.17","6,412.15","6,438.17","6,411.34","","0.63%"
"05/31/2022","6,392.85","6,392.20","6,409.69","6,367.55","","0.07%"
"05/30/2022","6,388.65","6,383.23","6,426.84","6,365.04","","0.30%"
"05/29/2022","6,369.33","6,279.35","6,375.88","6,279.35","","2.11%"
"05/26/2022","6,237.97","6,188.20","6,249.40","6,172.32","","0.81%"
"05/25/2022","6,187.64","6,210.36","6,216.15","6,139.65","","-0.38%"
"05/24/2022","6,211.46","6,270.59","6,305.93","6,190.23","","-0.80%"
"05/23/2022","6,261.54","6,213.96","6,286.64","6,213.96","","1.93%"
"05/22/2022","6,142.68","6,268.07","6,291.72","6,133.44","","-1.85%"
"05/19/2022","6,258.24","6,262.07","6,262.54","6,252.45","","-0.82%"
"05/18/2022","6,309.91","6,403.57","6,447.05","6,262.07","","-1.46%"
"05/17/2022","6,403.50","6,431.37","6,484.37","6,318.89","","-0.43%"
"05/16/2022","6,430.93","6,430.93","6,430.93","6,430.93","","-2.05%"
"05/12/2022","6,565.47","6,591.95","6,606.18","6,554.12","","-0.40%"
"05/11/2022","6,591.99","6,665.50","6,676.39","6,585.53","","-1.10%"
"05/10/2022","6,665.61","6,708.04","6,726.06","6,653.74","","-0.48%"
"05/09/2022","6,698.08","6,669.57","6,704.57","6,669.57","","0.43%"
"05/08/2022","6,669.41","6,652.93","6,672.82","6,651.69","","0.40%"
"05/05/2022","6,643.16","6,631.01","6,647.40","6,629.54","","-0.19%"
"04/28/2022","6,655.66","6,655.66","6,655.66","6,655.66","","-0.33%"
"04/27/2022","6,677.64","6,677.59","6,691.71","6,670.92","","0.00%"
"04/26/2022","6,677.56","6,667.11","6,685.70","6,652.82","","0.16%"
"04/25/2022","6,666.91","6,683.20","6,683.20","6,635.24","","-0.24%"
"04/24/2022","6,683.23","6,662.41","6,720.39","6,662.41","","0.31%"
"04/21/2022","6,662.36","6,606.58","6,670.73","6,606.58","","0.85%"
"04/20/2022","6,606.41","6,530.24","6,618.10","6,530.24","","1.17%"
"04/19/2022","6,530.06","6,464.44","6,544.73","6,422.46","","0.74%"
"04/18/2022","6,482.38","6,554.52","6,554.52","6,471.05","","-1.11%"
"04/17/2022","6,554.87","6,585.03","6,611.36","6,549.71","","-0.46%"
"04/13/2022","6,584.97","6,574.09","6,592.30","6,515.88","","0.17%"
"04/12/2022","6,574.07","6,638.63","6,647.20","6,567.28","","-0.97%"
"04/11/2022","6,638.56","6,662.47","6,677.72","6,636.95","","-0.36%"
"04/10/2022","6,662.45","6,641.23","6,673.59","6,635.92","","0.32%"
"04/07/2022","6,641.23","6,637.23","6,652.47","6,634.08","","-0.32%"
"04/06/2022","6,662.48","6,694.30","6,700.71","6,652.45","","-0.48%"
"04/05/2022","6,694.30","6,718.91","6,718.91","6,684.41","","-0.37%"
"04/04/2022","6,718.91","6,771.91","6,774.59","6,713.25","","-0.78%"
"04/03/2022","6,771.91","6,757.83","6,789.90","6,757.83","","0.21%"
"03/31/2022","6,757.83","6,753.76","6,766.10","6,730.32","","0.06%"
"03/30/2022","6,753.76","6,765.30","6,784.81","6,752.27","","-0.17%"
"03/29/2022","6,765.30","6,758.16","6,783.48","6,758.16","","0.11%"
"03/28/2022","6,758.16","6,741.55","6,772.47","6,741.44","","0.25%"
"03/27/2022","6,741.55","6,752.87","6,765.30","6,738.66","","-0.17%"
"03/24/2022","6,752.87","6,750.40","6,764.31","6,733.04","","0.04%"
"03/23/2022","6,750.40","6,771.66","6,807.47","6,745.04","","-0.31%"
"03/22/2022","6,771.66","6,691.77","6,783.25","6,691.70","","1.19%"
"03/21/2022","6,691.77","6,698.04","6,711.83","6,652.65","","-0.09%"
"03/20/2022","6,698.04","6,765.58","6,774.56","6,690.25","","-1.00%"
"03/16/2022","6,765.58","6,765.47","6,788.55","6,761.14","","0.00%"
"03/15/2022","6,765.47","6,763.93","6,783.34","6,749.32","","0.02%"
"03/14/2022","6,763.93","6,765.73","6,789.59","6,745.81","","-0.03%"
"03/13/2022","6,765.73","6,668.14","6,773.11","6,668.14","","1.46%"
"03/10/2022","6,668.14","6,630.02","6,740.80","6,629.94","","0.57%"
"03/09/2022","6,630.02","6,474.28","6,646.45","6,474.28","","2.41%"
"03/08/2022","6,474.28","6,456.51","6,498.70","6,318.61","","0.28%"
"03/07/2022","6,456.51","6,638.63","6,647.18","6,454.01","","-2.74%"
"03/06/2022","6,638.63","6,696.52","6,711.47","6,633.57","","-0.86%"
"03/03/2022","6,696.52","6,699.83","6,712.47","6,647.54","","-0.05%"
"03/02/2022","6,699.83","6,753.78","6,773.02","6,672.69","","-0.80%"
"03/01/2022","6,753.78","6,739.44","6,821.15","6,739.12","","0.21%"
"02/28/2022","6,739.44","6,676.14","6,764.89","6,676.14","","0.95%"
"02/27/2022","6,676.14","6,839.44","6,839.57","6,663.95","","-2.39%"
"02/24/2022","6,839.44","6,948.67","6,970.22","6,830.99","","-1.57%"
"02/23/2022","6,948.67","6,917.90","6,962.63","6,917.90","","0.44%"
"02/22/2022","6,917.90","6,926.62","6,956.39","6,895.31","","-0.13%"
"02/21/2022","6,926.62","6,926.62","6,926.62","6,926.62","","-0.93%"
"02/17/2022","6,991.35","7,043.69","7,049.87","6,978.98","","-0.74%"
"02/16/2022","7,043.69","7,036.77","7,077.72","7,036.77","","0.10%"
"02/15/2022","7,036.77","7,060.73","7,066.75","7,033.09","","-0.34%"
"02/14/2022","7,060.73","7,089.52","7,118.40","7,051.69","","-0.41%"
"02/13/2022","7,089.52","7,085.94","7,114.20","7,080.97","","0.05%"
"02/10/2022","7,085.94","7,081.38","7,100.97","7,078.52","","0.06%"
"02/09/2022","7,081.38","7,072.78","7,098.46","7,065.62","","0.12%"
"02/08/2022","7,072.78","7,051.80","7,085.24","7,051.65","","0.30%"
"02/07/2022","7,051.80","7,064.29","7,107.92","7,043.70","","-0.18%"
"02/06/2022","7,064.29","7,023.52","7,082.58","7,023.52","","0.58%"
"02/03/2022","7,023.52","7,016.75","7,036.42","6,996.95","","0.10%"
"02/02/2022","7,016.75","6,997.60","7,056.94","6,997.56","","0.27%"
"02/01/2022","6,997.60","6,926.29","7,007.15","6,926.29","","1.03%"
"01/31/2022","6,926.29","6,991.55","7,007.55","6,924.25","","-0.93%"
"01/30/2022","6,991.55","7,027.55","7,052.68","6,986.96","","-0.51%"
"01/27/2022","7,027.55","7,032.44","7,060.64","7,025.01","","-0.07%"
"01/26/2022","7,032.44","7,032.57","7,072.29","7,032.44","","0.00%"
"01/25/2022","7,032.57","7,019.25","7,078.73","7,019.25","","0.19%"
"01/24/2022","7,019.25","7,073.00","7,101.56","7,015.16","","-0.76%"
"01/23/2022","7,073.00","7,105.69","7,133.79","7,069.06","","-0.46%"
"01/20/2022","7,105.69","7,089.43","7,136.31","7,089.43","","0.23%"
"01/19/2022","7,089.43","7,055.70","7,098.42","7,055.70","","0.48%"
"01/18/2022","7,055.70","7,055.27","7,104.18","7,055.27","","0.01%"
"01/17/2022","7,055.27","7,019.59","7,066.82","7,019.59","","0.51%"
"01/16/2022","7,019.59","7,017.22","7,072.96","7,017.22","","0.03%"
"01/13/2022","7,017.22","6,996.06","7,036.14","6,994.96","","0.30%"
"01/12/2022","6,996.06","7,049.15","7,090.39","6,988.66","","-0.75%"
"01/11/2022","7,049.15","6,994.15","7,098.52","6,994.15","","0.79%"
"01/10/2022","6,994.15","6,932.61","7,000.26","6,927.08","","0.10%"
"01/06/2022","6,987.45","6,929.93","7,003.89","6,929.84","","0.83%"
"01/05/2022","6,929.93","6,892.99","6,947.42","6,892.99","","0.54%"
"01/04/2022","6,892.99","6,882.30","6,899.37","6,853.70","","0.16%"
"01/03/2022","6,882.30","6,853.13","6,923.44","6,853.13","","0.43%"
"01/02/2022","6,853.13","6,756.65","6,861.39","6,756.65","","1.43%"
"12/30/2021","6,756.65","6,731.14","6,761.65","6,731.14","","0.38%"
"12/29/2021","6,731.14","6,742.63","6,777.83","6,721.72","","-0.17%"
"12/28/2021","6,742.63","6,669.21","6,748.37","6,669.21","","1.10%"
"12/27/2021","6,669.21","6,629.87","6,694.15","6,629.87","","0.59%"
"12/26/2021","6,629.87","6,702.61","6,717.22","6,610.17","","-1.09%"
"12/23/2021","6,702.61","6,754.44","6,767.48","6,700.07","","-0.77%"
"12/22/2021","6,754.44","6,757.25","6,790.91","6,751.50","","-0.04%"
"12/21/2021","6,757.25","6,736.55","6,792.20","6,736.55","","0.31%"
"12/20/2021","6,736.55","6,783.19","6,794.14","6,716.55","","-0.69%"
"12/19/2021","6,783.19","6,868.17","6,872.82","6,774.61","","-1.24%"
"12/15/2021","6,868.17","6,837.80","6,876.97","6,824.63","","0.44%"
"12/14/2021","6,837.80","6,882.02","6,923.43","6,835.37","","-0.64%"
"12/13/2021","6,882.02","6,920.35","6,929.96","6,855.76","","-0.55%"
"12/12/2021","6,920.35","6,984.74","7,021.18","6,915.24","","-0.92%"
"12/09/2021","6,984.74","6,952.13","7,022.95","6,952.13","","0.47%"
"12/08/2021","6,952.13","7,048.99","7,052.02","6,946.62","","-1.37%"
"12/07/2021","7,048.99","6,978.53","7,055.46","6,978.53","","1.01%"
"12/06/2021","6,978.53","6,965.63","6,985.73","6,939.05","","0.19%"
"12/05/2021","6,965.63","6,936.20","6,984.17","6,931.19","","0.42%"
"12/02/2021","6,936.20","6,847.00","6,948.06","6,758.29","","1.30%"
"12/01/2021","6,847.00","6,703.25","6,857.88","6,703.25","","2.14%"
"11/30/2021","6,703.25","6,795.51","6,850.81","6,699.16","","-1.36%"
"11/29/2021","6,795.51","6,773.89","6,843.65","6,773.57","","0.32%"
"11/28/2021","6,773.89","6,852.08","6,871.09","6,768.39","","-1.14%"
"11/25/2021","6,852.08","6,917.91","6,922.81","6,845.61","","-0.95%"
"11/24/2021","6,917.91","7,013.00","7,058.33","6,916.79","","-1.36%"
"11/23/2021","7,013.00","7,022.29","7,082.45","6,995.98","","-0.13%"
"11/22/2021","7,022.29","7,085.67","7,097.20","7,019.22","","-0.89%"
"11/21/2021","7,085.67","7,091.81","7,134.75","7,080.72","","-0.09%"
"11/18/2021","7,091.81","7,060.77","7,100.37","7,045.25","","0.44%"
"11/17/2021","7,060.77","7,056.57","7,093.71","7,020.80","","0.06%"
"11/16/2021","7,056.57","6,941.36","7,066.72","6,941.36","","1.66%"
"11/15/2021","6,941.36","6,930.07","6,992.10","6,918.85","","0.16%"
"11/14/2021","6,930.07","6,995.92","7,024.05","6,922.83","","-0.94%"
"11/11/2021","6,995.92","6,982.18","7,051.94","6,982.14","","0.20%"
"11/10/2021","6,982.18","6,868.08","6,991.24","6,868.08","","1.66%"
"11/09/2021","6,868.08","6,799.64","6,885.73","6,799.64","","1.01%"
"11/08/2021","6,799.64","6,855.87","6,885.19","6,785.20","","-0.82%"
"11/07/2021","6,855.87","6,906.71","6,950.46","6,850.98","","-0.74%"
"11/04/2021","6,906.71","6,898.27","6,931.89","6,863.78","","0.12%"
"11/03/2021","6,898.27","6,954.35","6,984.08","6,894.30","","-0.81%"
"11/02/2021","6,954.35","6,998.03","7,028.38","6,948.71","","-0.62%"
"11/01/2021","6,998.03","7,000.94","7,039.49","6,984.93","","-0.04%"
"10/31/2021","7,000.94","7,062.35","7,090.48","6,994.83","","-0.87%"
"10/28/2021","7,062.35","7,011.88","7,067.48","7,003.91","","0.72%"
"10/27/2021","7,011.88","7,005.78","7,065.95","6,993.14","","0.09%"
"10/26/2021","7,005.78","6,885.29","7,015.34","6,856.99","","1.75%"
"10/25/2021","6,885.29","7,005.70","7,005.70","6,841.29","","-1.72%"
"10/24/2021","7,005.70","7,076.23","7,138.48","6,994.41","","-1.00%"
"10/21/2021","7,076.23","7,020.61","7,096.48","6,986.64","","0.79%"
"10/19/2021","7,020.61","7,097.27","7,186.36","7,009.05","","-1.08%"
"10/18/2021","7,097.27","7,186.46","7,203.59","7,057.91","","-1.24%"
"10/17/2021","7,186.46","7,243.26","7,283.89","7,170.76","","-0.78%"
"10/14/2021","7,243.26","7,248.44","7,267.90","7,195.10","","-0.07%"
"10/13/2021","7,248.44","7,313.98","7,347.76","7,241.97","","-0.90%"
"10/12/2021","7,313.98","7,345.57","7,374.54","7,303.18","","-0.43%"
"10/11/2021","7,345.57","7,367.99","7,410.62","7,344.90","","-0.30%"
"10/10/2021","7,367.99","7,342.96","7,398.04","7,341.26","","0.34%"
"10/07/2021","7,342.96","7,351.04","7,402.48","7,323.70","","-0.11%"
"10/06/2021","7,351.04","7,331.39","7,406.98","7,331.39","","0.27%"
"10/05/2021","7,331.39","7,327.54","7,358.89","7,277.34","","0.05%"
"10/04/2021","7,327.54","7,356.04","7,402.80","7,322.19","","-0.39%"
"10/03/2021","7,356.04","7,329.03","7,381.91","7,329.03","","0.37%"
"09/30/2021","7,329.03","7,302.85","7,344.05","7,302.85","","0.36%"
"09/29/2021","7,302.85","7,297.24","7,331.23","7,294.59","","0.08%"
"09/28/2021","7,297.24","7,251.71","7,306.37","7,251.69","","0.63%"
"09/27/2021","7,251.71","7,237.14","7,281.78","7,237.14","","0.20%"
"09/26/2021","7,237.14","7,250.60","7,278.67","7,233.41","","-0.19%"
"09/23/2021","7,250.60","7,241.84","7,273.47","7,237.81","","0.12%"
"09/22/2021","7,241.84","7,258.57","7,306.76","7,239.94","","-0.23%"
"09/21/2021","7,258.57","7,205.82","7,275.71","7,205.82","","0.73%"
"09/20/2021","7,205.82","7,191.80","7,241.41","7,191.80","","0.19%"
"09/19/2021","7,191.80","7,228.31","7,256.25","7,187.41","","-0.51%"
"09/16/2021","7,228.31","7,196.55","7,274.74","7,196.55","","0.44%"
"09/15/2021","7,196.55","7,140.50","7,203.65","7,104.10","","0.78%"
"09/14/2021","7,140.50","7,218.05","7,261.81","7,135.85","","-1.07%"
"09/13/2021","7,218.05","7,202.09","7,252.10","7,171.10","","0.22%"
"09/12/2021","7,202.09","7,258.74","7,334.41","7,198.73","","-0.78%"
"09/09/2021","7,258.74","7,196.32","7,275.79","7,171.40","","0.87%"
"09/08/2021","7,196.32","7,140.87","7,207.22","7,140.87","","0.78%"
"09/07/2021","7,140.87","7,075.49","7,154.18","7,075.49","","0.92%"
"09/06/2021","7,075.49","7,052.82","7,090.74","7,045.83","","0.32%"
"09/05/2021","7,052.82","7,057.22","7,059.09","7,049.26","","1.03%"
"09/02/2021","6,981.05","6,916.38","6,991.66","6,916.38","","0.94%"
"09/01/2021","6,916.38","6,869.24","6,939.23","6,869.24","","0.69%"
"08/31/2021","6,869.24","6,823.60","6,884.16","6,823.60","","0.67%"
"08/29/2021","6,823.60","6,851.32","6,874.69","6,819.21","","-0.40%"
"08/26/2021","6,851.32","6,878.75","6,897.66","6,845.40","","-0.40%"
"08/25/2021","6,878.75","6,884.67","6,923.00","6,873.22","","-0.09%"
"08/24/2021","6,884.67","6,862.41","6,903.03","6,858.96","","0.32%"
"08/23/2021","6,862.41","6,842.23","6,886.69","6,842.23","","0.29%"
"08/22/2021","6,842.23","6,760.61","6,858.58","6,760.61","","1.21%"
"08/19/2021","6,760.61","6,771.84","6,780.69","6,726.16","","-0.17%"
"08/18/2021","6,771.84","6,787.16","6,821.75","6,766.31","","-0.23%"
"08/17/2021","6,787.16","6,748.92","6,796.78","6,748.92","","0.57%"
"08/16/2021","6,748.92","6,699.39","6,752.70","6,698.45","","0.74%"
"08/12/2021","6,699.39","6,623.31","6,705.89","6,623.31","","1.15%"
"08/11/2021","6,623.31","6,617.83","6,654.08","6,540.69","","0.08%"
"08/10/2021","6,617.83","6,628.14","6,667.32","6,610.39","","-0.16%"
"08/09/2021","6,628.14","6,596.07","6,633.22","6,523.46","","0.49%"
"08/05/2021","6,596.07","6,535.87","6,600.72","6,535.87","","0.92%"
"08/03/2021","6,535.87","6,481.56","6,546.86","6,481.56","","0.84%"
"08/02/2021","6,481.56","6,425.25","6,489.05","6,425.25","","0.88%"
"07/29/2021","6,425.25","6,417.19","6,438.16","6,405.91","","0.13%"
"07/28/2021","6,417.19","6,379.67","6,422.13","6,379.67","","0.59%"
"07/27/2021","6,379.67","6,404.03","6,417.04","6,375.04","","-0.38%"
"07/26/2021","6,404.03","6,424.21","6,447.20","6,389.27","","-0.31%"
"07/25/2021","6,424.21","6,425.27","6,430.90","6,424.21","","0.30%"
"07/19/2021","6,405.04","6,365.11","6,407.20","6,351.33","","0.92%"
"07/18/2021","6,346.52","6,307.35","6,347.86","6,307.35","","0.62%"
"07/15/2021","6,307.35","6,273.33","6,310.23","6,273.33","","0.54%"
"07/14/2021","6,273.33","6,266.01","6,295.98","6,256.59","","0.12%"
"07/13/2021","6,266.01","6,208.39","6,275.01","6,208.39","","0.93%"
"07/12/2021","6,208.39","6,212.76","6,234.40","6,196.76","","-0.07%"
"07/08/2021","6,212.76","6,177.21","6,216.28","6,168.36","","0.58%"
"07/07/2021","6,177.21","6,196.57","6,235.78","6,168.47","","-0.31%"
"07/06/2021","6,196.57","6,219.94","6,239.66","6,187.72","","-0.38%"
"07/05/2021","6,219.94","6,150.48","6,226.01","6,150.48","","1.13%"
"07/04/2021","6,150.48","6,150.48","6,150.48","6,150.48","","0.00%"
"06/30/2021","6,150.48","6,042.49","6,156.59","6,042.49","","1.79%"
"06/29/2021","6,042.49","6,026.64","6,068.08","6,010.87","","0.26%"
"06/28/2021","6,026.64","5,992.73","6,055.98","5,992.73","","0.57%"
"06/27/2021","5,992.73","6,092.83","6,092.83","5,982.68","","-1.64%"
"06/24/2021","6,092.83","6,035.84","6,094.80","6,000.92","","0.94%"
"06/23/2021","6,035.84","6,105.73","6,124.64","6,028.90","","-1.14%"
"06/22/2021","6,105.73","6,125.41","6,144.76","6,094.29","","-0.32%"
"06/21/2021","6,125.41","6,069.40","6,141.15","6,069.40","","0.92%"
"06/20/2021","6,069.40","6,052.75","6,071.92","6,010.45","","0.28%"
"06/17/2021","6,052.75","6,051.73","6,094.28","6,047.58","","0.02%"
"06/16/2021","6,051.73","6,022.31","6,071.00","6,022.31","","0.49%"
"06/15/2021","6,022.31","6,013.61","6,048.06","6,013.61","","0.14%"
"06/14/2021","6,013.61","6,036.05","6,062.24","5,985.85","","-0.37%"
"06/13/2021","6,036.05","6,066.64","6,098.51","6,026.03","","-0.50%"
"06/10/2021","6,066.64","6,055.05","6,111.84","6,055.05","","0.19%"
"06/09/2021","6,055.05","6,023.15","6,094.72","6,023.15","","0.53%"
"06/08/2021","6,023.15","5,975.89","6,035.84","5,938.98","","0.79%"
"06/07/2021","5,975.89","6,038.29","6,062.55","5,954.60","","-1.03%"
"06/06/2021","6,038.29","6,053.42","6,084.32","6,030.75","","-0.25%"
"06/03/2021","6,053.42","6,019.00","6,074.58","6,019.00","","0.57%"
"06/02/2021","6,019.00","5,993.33","6,022.94","5,972.83","","0.43%"
"06/01/2021","5,993.33","5,990.98","6,040.08","5,990.19","","0.04%"
"05/31/2021","5,990.98","6,008.69","6,021.31","5,959.83","","-0.29%"
"05/30/2021","6,008.69","5,985.81","6,039.12","5,972.68","","0.38%"
"05/27/2021","5,985.81","5,884.78","5,988.52","5,884.78","","1.72%"
"05/25/2021","5,884.78","5,842.91","5,891.21","5,842.91","","0.72%"
"05/24/2021","5,842.91","5,787.59","5,853.67","5,787.59","","0.96%"
"05/23/2021","5,787.59","5,813.06","5,832.14","5,775.26","","-0.44%"
"05/20/2021","5,813.06","5,873.13","5,901.58","5,807.10","","-1.02%"
"05/19/2021","5,873.13","5,829.23","5,907.01","5,829.23","","0.75%"
"05/18/2021","5,829.23","5,840.08","5,862.34","5,806.83","","-0.19%"
"05/17/2021","5,840.08","5,813.16","5,861.43","5,809.14","","0.46%"
"05/16/2021","5,813.16","5,750.49","5,818.32","5,750.49","","1.09%"
"05/12/2021","5,750.49","5,724.36","5,754.16","5,706.56","","0.46%"
"05/11/2021","5,724.36","5,645.69","5,727.69","5,645.69","","1.39%"
"05/09/2021","5,645.69","5,606.01","5,649.19","5,582.42","","0.71%"
"05/06/2021","5,606.01","5,588.83","5,625.91","5,588.83","","0.31%"
"05/05/2021","5,588.83","5,556.50","5,601.93","5,556.50","","0.96%"
"05/04/2021","5,535.48","5,511.36","5,543.61","5,511.27","","0.44%"
"05/03/2021","5,511.36","5,517.01","5,546.12","5,504.86","","-0.10%"
"05/02/2021","5,517.01","5,479.61","5,524.00","5,479.61","","0.68%"
"04/29/2021","5,479.61","5,461.34","5,498.84","5,461.34","","0.33%"
"04/28/2021","5,461.34","5,422.38","5,465.33","5,413.12","","0.72%"
"04/27/2021","5,422.38","5,485.86","5,485.91","5,413.01","","-1.16%"
"04/26/2021","5,485.86","5,498.21","5,525.58","5,475.65","","-0.22%"
"04/25/2021","5,498.21","5,435.03","5,508.83","5,435.03","","1.16%"
"04/22/2021","5,435.03","5,423.22","5,440.96","5,414.42","","0.22%"
"04/21/2021","5,423.22","5,421.78","5,456.64","5,417.04","","0.03%"
"04/20/2021","5,421.78","5,349.91","5,431.46","5,348.72","","1.34%"
"04/19/2021","5,349.91","5,331.42","5,354.87","5,324.52","","0.35%"
"04/18/2021","5,331.42","5,310.18","5,337.20","5,293.23","","0.40%"
"04/15/2021","5,310.18","5,258.50","5,313.95","5,258.50","","0.98%"
"04/13/2021","5,258.50","5,188.27","5,269.68","5,158.36","","1.35%"
"04/12/2021","5,188.27","5,164.69","5,220.93","5,164.69","","0.46%"
"04/11/2021","5,164.69","5,254.77","5,254.77","5,150.25","","-1.71%"
"04/08/2021","5,254.77","5,337.33","5,337.33","5,245.93","","-1.55%"
"04/07/2021","5,337.33","5,281.37","5,360.38","5,281.37","","1.06%"
"04/06/2021","5,281.37","5,177.48","5,305.68","5,177.48","","2.01%"
"04/05/2021","5,177.48","5,088.98","5,184.01","5,088.98","","1.74%"
"04/04/2021","5,088.98","5,270.53","5,270.53","5,080.40","","-3.44%"
"04/01/2021","5,270.53","5,278.16","5,285.99","5,208.70","","-0.14%"
"03/31/2021","5,278.16","5,373.12","5,373.32","5,270.61","","-1.77%"
"03/29/2021","5,373.12","5,343.94","5,399.36","5,343.94","","0.55%"
"03/28/2021","5,343.94","5,327.21","5,353.33","5,321.99","","0.31%"
"03/25/2021","5,327.21","5,330.12","5,355.81","5,306.78","","-0.05%"
"03/24/2021","5,330.12","5,413.73","5,413.73","5,322.52","","-1.54%"
"03/23/2021","5,413.73","5,412.19","5,451.92","5,400.68","","0.03%"
"03/22/2021","5,412.19","5,349.77","5,418.69","5,289.81","","1.17%"
"03/21/2021","5,349.77","5,434.69","5,434.69","5,337.38","","-1.56%"
"03/18/2021","5,434.69","5,516.40","5,516.40","5,414.96","","-1.48%"
"03/16/2021","5,516.40","5,532.97","5,572.42","5,503.38","","-0.30%"
"03/15/2021","5,532.97","5,519.15","5,542.76","5,510.16","","0.25%"
"03/14/2021","5,519.15","5,568.85","5,591.30","5,515.73","","-0.89%"
"03/11/2021","5,568.85","5,563.66","5,594.22","5,557.57","","0.09%"
"03/10/2021","5,563.66","5,591.38","5,602.77","5,547.40","","-0.50%"
"03/09/2021","5,591.38","5,604.38","5,616.63","5,584.51","","-0.23%"
"03/08/2021","5,604.38","5,584.29","5,614.91","5,583.91","","0.36%"
"03/07/2021","5,584.29","5,515.78","5,589.78","5,515.78","","1.24%"
"03/04/2021","5,515.78","5,488.07","5,523.41","5,488.07","","0.50%"
"03/03/2021","5,488.07","5,508.26","5,537.70","5,479.38","","-0.37%"
"03/02/2021","5,508.26","5,426.82","5,515.43","5,426.82","","1.50%"
"03/01/2021","5,426.82","5,404.79","5,433.79","5,384.22","","0.41%"
"02/28/2021","5,404.79","5,416.39","5,452.70","5,399.32","","-0.21%"
"02/25/2021","5,416.39","5,385.64","5,437.50","5,372.74","","0.57%"
"02/24/2021","5,385.64","5,317.71","5,398.03","5,317.71","","1.28%"
"02/23/2021","5,317.71","5,385.21","5,406.26","5,313.22","","-1.25%"
"02/22/2021","5,385.21","5,475.98","5,482.56","5,376.64","","-1.66%"
"02/18/2021","5,475.98","5,503.67","5,518.21","5,475.62","","-0.50%"
"02/17/2021","5,503.67","5,527.39","5,548.58","5,493.67","","-0.43%"
"02/16/2021","5,527.39","5,545.09","5,597.79","5,521.32","","-0.32%"
"02/15/2021","5,545.09","5,447.64","5,553.28","5,447.64","","1.79%"
"02/14/2021","5,447.64","5,485.01","5,511.04","5,419.46","","-0.68%"
"02/11/2021","5,485.01","5,509.40","5,542.69","5,458.17","","-0.44%"
"02/10/2021","5,509.40","5,498.54","5,565.81","5,498.54","","0.20%"
"02/09/2021","5,498.54","5,376.45","5,504.84","5,375.65","","2.27%"
"02/08/2021","5,376.45","5,504.78","5,522.38","5,353.35","","-2.33%"
"02/07/2021","5,504.78","5,647.67","5,666.62","5,497.65","","-2.53%"
"02/04/2021","5,647.67","5,581.86","5,655.82","5,581.86","","1.18%"
"02/03/2021","5,581.86","5,564.69","5,605.90","5,547.14","","0.31%"
"02/02/2021","5,564.69","5,599.80","5,619.91","5,555.90","","-0.63%"
"02/01/2021","5,599.80","5,649.86","5,684.58","5,599.02","","-0.89%"
